condition,pair,k,eigenvalue_floor_relative,train_variance_explained,switch_variance_outside_fraction,train_centered_energy_outside_fraction,centroid_residual_l2,train_residual_l2_p99,train_mahalanobis_p99,residual_inside_train_p99,mahalanobis_inside_train_p99,both_inside_train_p99,residual_l2_min,residual_l2_p05,residual_l2_p25,residual_l2_median,residual_l2_p75,residual_l2_p95,residual_l2_p99,residual_l2_max,mahalanobis_min,mahalanobis_p05,mahalanobis_p25,mahalanobis_median,mahalanobis_p75,mahalanobis_p95,mahalanobis_p99,mahalanobis_max
broad_075,allen_cahn,64,1e-08,0.9999999110668476,1.137974347437959e-10,1.446200698547471e-11,1.0827879169126453e-05,0.0006566551163119924,19.433710005900455,48,48,48,1.1021420738411626e-05,1.1729752166563552e-05,1.2530072035188104e-05,1.3376177354713152e-05,1.4474498659338718e-05,1.699033015940026e-05,1.7537500288414017e-05,1.783828169055794e-05,2.8935275732010988,2.952300709876929,3.0365711432589393,3.1201933262161603,3.2177182847302435,3.4014658143846557,3.445921142600552,3.4659079404394406
broad_075,allen_cahn,256,1e-06,1.0,2.678324357160433e-30,1.3600387084963962e-30,3.394700931633811e-15,4.8548151624380736e-15,17.454345463717438,48,48,48,3.416868057574864e-15,3.618306018426428e-15,3.848265504920057e-15,4.179397915758215e-15,4.4293996398756225e-15,4.954718969575337e-15,5.663480451804626e-15,5.990255115756359e-15,2.8894020732461145,2.9487989328576942,3.0338908147290207,3.116373885707921,3.213269451504496,3.3967651871159164,3.4397527046834404,3.459264906918152
broad_075,allen_cahn,256,1e-08,1.0,2.678324357160433e-30,1.3600387084963962e-30,3.394700931633811e-15,4.8548151624380736e-15,20.376741168203786,48,48,48,3.416868057574864e-15,3.618306018426428e-15,3.848265504920057e-15,4.179397915758215e-15,4.4293996398756225e-15,4.954718969575337e-15,5.663480451804626e-15,5.990255115756359e-15,2.8961226409476213,2.954052459690776,3.038275613713831,3.1220009746468063,3.220245413346784,3.404274534132532,3.448253115565615,3.468571986467875
broad_075,allen_cahn,256,1e-10,1.0,2.678324357160433e-30,1.3600387084963962e-30,3.394700931633811e-15,4.8548151624380736e-15,24.900133099867325,48,48,48,3.416868057574864e-15,3.618306018426428e-15,3.848265504920057e-15,4.179397915758215e-15,4.4293996398756225e-15,4.954718969575337e-15,5.663480451804626e-15,5.990255115756359e-15,2.9085177830721123,2.9616150705232758,3.0457198625376023,3.129323278572441,3.2300555385529495,3.4149694571062077,3.4606440671440493,3.480548715895849
A,fisher_kpp,1,1e-08,0.5904991328515484,0.9968706893366998,0.8927738393603846,0.2534242927695809,2.7025570069568117,1.672782318255606,42,48,42,1.939641441571517,2.1135208568752275,2.2436525246963948,2.351880082272622,2.5001096451278886,2.912163479880614,3.1372292581831167,3.229132841461438,0.3442994873311841,0.36595114643668275,0.4246023116822789,0.5027319268603584,0.5648589955423071,0.6112590765082176,0.6246657002711578,0.634343860845826
A,fisher_kpp,2,1e-08,0.7010402237396492,0.9163885968690496,0.8212297040881489,0.2501052023498537,2.6040410836847454,2.707049186902322,43,48,43,1.9081586267895567,2.0158166917606613,2.177110079501443,2.288731216752284,2.463724912965782,2.7518045219567533,2.768604029841058,2.780249237820462,0.4271333995496033,0.46170894476818725,0.6106209593485306,0.8001713299876823,1.2410997028046578,1.8790906799998066,2.3364713094227274,2.379253045373157
A,fisher_kpp,5,1e-08,0.9028604400885532,0.6090591448917475,0.5460589589056432,0.2078194885139717,2.1934106845632475,4.090731484419265,41,48,41,1.220460416736033,1.4411428172543599,1.6148511088173019,1.8758417870803679,2.095143638006366,2.360141316415489,2.4857851979598036,2.5428499877298067,1.3354458829654445,1.4530626541115177,1.9919058718284721,2.652299361962129,3.391587094841867,3.844507838290863,3.9404614696032843,3.945914303109422
A,fisher_kpp,10,1e-08,0.9911657113889668,0.12418293229153288,0.11120384683408152,0.08902324831297438,0.968029606414608,7.954950476726138,31,41,27,0.2152369476885816,0.2497210990130717,0.39140926040103097,0.6250818824372251,1.0715839970394638,1.4576850085224344,1.69839931334365,1.8324524665674562,4.019699050118901,4.919883194615638,5.856599208563385,6.6334973943642535,7.450549716042709,8.233710595370031,8.613010600082841,8.693417813268812
A,fisher_kpp,11,1e-08,0.9998238721037447,0.015887702596699783,0.014429917063143024,0.04846264914492171,0.1499392905303493,8.770815896511817,3,39,3,0.08646103196299953,0.14792344474836103,0.2433549006349227,0.2786968923127379,0.3248287420109749,0.48961199990612403,0.5321244598361504,0.554405999214078,5.5889388188309495,5.809895824620029,6.951462973405972,7.580009385311184,8.2599919281199,9.609179128958113,9.999173027133615,10.086047924139883
A,fisher_kpp,16,1e-08,0.9999472615345157,0.004420775938768852,0.004125515891691156,0.037150334353627794,0.07428852423906375,13.541713060285133,6,5,3,0.04973517445931287,0.0589910114631466,0.10040852686930088,0.14029494498136963,0.198188163556201,0.26437035739594633,0.30750540986537556,0.30958939127219426,9.18774991890466,12.169226960579234,18.87444493171864,23.59713239080739,27.655462368177968,40.4163337460241,44.44983054433488,44.487734257079595
A,fisher_kpp,32,1e-08,0.9999977574682617,1.315134209612953e-05,1.1990049234208385e-05,0.0014977062101235936,0.006112805109093922,22.337953124168934,20,6,6,0.00169528256437318,0.002609221651712405,0.0040878008678002925,0.006738926526382957,0.009724648761663377,0.015860269929465397,0.022664134916291094,0.027240897355123177,11.725610104856074,17.68451091113475,30.05934842772912,36.22067631701694,44.38357374398969,63.05345164169507,72.79649030268742,79.62844621059794
A,fisher_kpp,64,1e-08,0.9999998006043089,8.268069208023412e-07,7.53751407199463e-07,0.00037512028528012813,0.001382674739034606,25.954115614046565,13,7,7,0.0004733020631372189,0.0007507400184891285,0.0013661144292085028,0.0018055380107328016,0.0022535220675940007,0.00358972762375992,0.005455140676719417,0.006457004487096217,12.189383793701172,18.211066262799356,30.761027736721594,37.63538007685281,47.10362447975018,67.6637587415434,80.26228905669325,87.78083387035396
A,fisher_kpp,256,1e-06,1.0,2.0759952500677665e-30,2.0154071330364452e-30,1.015063773688108e-15,5.228263318986393e-15,22.819788871645226,48,6,6,2.8420568573240864e-15,3.0149243173214765e-15,3.301847878073938e-15,3.54179080853252e-15,3.812572184109911e-15,4.317043406419961e-15,4.837737939407391e-15,5.0431203160244934e-15,11.752243113093908,17.72919546270522,29.922737364883048,36.25377168841241,44.10214491915768,63.562909708481726,72.85572368274596,79.64145360047502
A,fisher_kpp,256,1e-08,1.0,2.0759952500677665e-30,2.0154071330364452e-30,1.015063773688108e-15,5.228263318986393e-15,27.155319545991095,48,8,8,2.8420568573240864e-15,3.0149243173214765e-15,3.301847878073938e-15,3.54179080853252e-15,3.812572184109911e-15,4.317043406419961e-15,4.837737939407391e-15,5.0431203160244934e-15,12.49387509142865,18.73343648551058,31.715198415341902,39.24652190775862,48.40828873418449,73.13995232297046,84.71832076116236,91.09086859380118
A,fisher_kpp,256,1e-10,1.0,2.0759952500677665e-30,2.0154071330364452e-30,1.015063773688108e-15,5.228263318986393e-15,32.77368700130864,48,10,10,2.8420568573240864e-15,3.0149243173214765e-15,3.301847878073938e-15,3.54179080853252e-15,3.812572184109911e-15,4.317043406419961e-15,4.837737939407391e-15,5.0431203160244934e-15,13.512179467064199,20.72897692037327,36.300715866001525,44.87084936618253,55.82978977063379,86.40424642332214,141.77376443229775,169.47788999824706
A,allen_cahn,1,1e-08,0.5904991328515484,0.976083266164925,0.07458227956307627,0.08268075395774808,2.7025570069568117,1.672782318255606,48,25,25,0.37317094461473044,0.4107424642495019,0.5515866460639822,0.6999451391107846,0.8672589293880651,1.2943853779874044,1.3553208144649496,1.3682069452533756,1.506639469464366,1.5210500751495653,1.6084042670072423,1.6695018699950979,1.7250804667240678,1.7495174845158874,1.7686641206447988,1.7807692517872311
A,allen_cahn,2,1e-08,0.7010402237396492,0.6698586099842178,0.05139172294511126,0.08032197221940557,2.6040410836847454,2.707049186902322,48,48,48,0.2862379791282814,0.3735120112716137,0.4843781082947759,0.576508842338868,0.7262903239953838,0.9983642162997504,1.289056312226886,1.3083244582552687,1.537987707639166,1.6123446479660097,1.683024252614257,1.7466173124804998,1.8141312767720894,2.0735171981200793,2.163096676230972,2.188717114838937
A,allen_cahn,5,1e-08,0.9028604400885532,0.04421030721005269,0.0034876344586057336,0.0351653875234946,2.1934106845632475,4.090731484419265,48,48,48,0.06617299122763019,0.0765138930265893,0.11970707158605659,0.1735649701405982,0.2069940924851419,0.24098125886554783,0.26055797252013047,0.26127936181571093,1.6927978480962729,1.8105330408846787,1.9249074087933695,2.045211157258192,2.180148038308393,2.4540215648872254,2.56590804598218,2.588658796630458
